32.90011,-2.49534,39.75904
63.61555,3.21324,40.16064
54.57018,9.74056,40.56225
49.94292,15.60273,40.96386
47.33819,21.65144,41.36546
45.03459,27.93050,41.76707
41.16244,33.37570,42.16867
34.24079,35.78723,42.57028
31.79830,42.96349,42.97189
25.77160,45.96748,43.37349
17.41164,42.99118,43.77510
13.02442,49.22840,44.17671
6.61139,49.61376,44.57831
0.35479,56.24024,44.97992
-5.76181,47.84080,45.38153
-12.99362,51.74358,45.78313
-17.45275,44.70566,46.18474
-27.76481,51.02123,46.58635
-24.47507,33.95658,46.98795
-33.54457,35.95699,47.38956
-43.02249,35.79291,47.79116
-46.26666,29.50932,48.19277
-50.11428,23.69020,48.59438
-53.37868,17.41827,48.99598
-45.78543,8.76996,49.39759
-50.93466,3.21744,49.79920
-48.86643,-3.08679,50.20080
-52.42908,-10.04252,50.60241
-41.68791,-13.60340,51.00402
-40.29307,-19.04749,51.40562
-38.04423,-24.26497,51.80723
-33.85161,-28.16312,52.20884
-34.67064,-37.16404,52.61044
-33.99682,-47.16702,53.01205
-20.03420,-36.81529,53.41365
-18.91351,-48.44742,53.81526
-11.36176,-45.24516,54.21687
-6.19550,-51.44174,54.61847
0.27605,-43.75777,55.02008
6.59757,-49.51002,55.42169
12.55268,-47.44534,55.82329
20.12699,-49.69566,56.22490
23.13180,-41.25900,56.62651
27.69243,-37.41594,57.02811
34.89152,-36.46734,57.42972
36.51244,-29.60535,57.83133
39.94803,-24.77580,58.23293
43.60117,-19.94222,58.63454
45.50749,-14.21706,59.03614
43.87386,-7.83131,59.43775
36.25713,-1.83136,59.83936
66.81349,5.06753,60.24096
50.54319,10.34402,60.64257
51.15448,17.40960,61.04418
45.63037,22.27918,61.44578
45.37498,29.75255,61.84739
39.29094,33.53621,62.24900
33.62189,36.96403,62.65060
31.19318,44.44894,63.05221
23.74176,44.97064,63.45382
16.60418,44.16906,63.85542
11.68401,49.14517,64.25703
5.53175,51.38347,64.65863
-1.03847,54.86539,65.06024
-7.04934,48.24337,65.46185
-14.06452,50.57047,65.86345
-19.15932,45.64270,66.26506
-28.46410,49.30127,66.66667
-24.22067,31.87613,67.06827
-36.71345,37.41492,67.46988
-43.54139,34.40328,67.87149
-46.93968,28.29833,68.27309
-51.40741,22.73279,68.67470
-51.97220,15.51977,69.07631
-46.10266,7.63025,69.47791
-50.98998,1.93092,69.87952
-49.48288,-4.38162,70.28112
-51.24366,-11.16277,70.68273
-40.30401,-14.28671,71.08434
-40.27151,-20.29586,71.48594
-37.40956,-25.21018,71.88755
-32.91483,-28.81965,72.28916
-36.13897,-40.75261,72.69076
-30.81844,-45.11494,73.09237
-19.45778,-38.01003,73.49398
-17.71583,-48.99414,73.89558
-10.27124,-45.76101,74.29719
-4.83792,-50.97391,74.69880
1.37373,-43.53773,75.10040
7.97898,-50.17246,75.50201
13.81026,-47.33455,75.90361
21.37072,-49.16342,76.30522
23.46077,-39.47650,76.70683
29.23238,-37.48067,77.10843
35.87654,-35.65092,77.51004
36.29163,-27.93859,77.91165
41.77574,-24.47191,78.31325
42.70894,-18.24557,78.71486
47.68393,-13.58638,79.11647
39.38300,-6.00865,79.51807
42.34352,-1.06871,79.91968
66.80669,6.76611,80.32129
48.17920,11.13372,80.72289
51.51120,18.99426,81.12450
44.54581,23.15932,81.52610
45.19936,31.29611,81.92771
37.57350,33.74559,82.32932
33.12365,38.31544,82.73092
30.34730,45.65136,83.13253
21.73429,43.81119,83.53414
15.90819,45.79370,83.93574
10.28830,48.70470,84.33735
4.39766,53.50357,84.73896
-2.32797,52.68362,85.14056
-8.50786,49.46606,85.54217
-14.85249,48.61688,85.94378
-21.37028,47.51361,86.34538
-28.13486,46.00959,86.74699
-25.14326,31.41233,87.14859
-39.31110,38.09030,87.55020
-44.09198,33.06607,87.95181
-47.55068,27.05488,88.35341
-52.69642,21.73027,88.75502
-50.02146,13.57246,89.15663
-47.23464,6.59789,89.55823
-50.41491,0.63611,89.95984
-50.60507,-5.77111,90.36145
-49.13075,-12.00853,90.76305
-39.72612,-15.22068,91.16466
-39.93466,-21.40629,91.56627
-36.72891,-26.12281,91.96787
-32.38993,-29.83690,92.36948
-37.19791,-44.14191,92.77108
-27.29321,-42.20249,93.17269
-19.47993,-40.54391,93.57430
-16.11148,-48.33787,93.97590
-9.35154,-47.20788,94.37751
-3.43378,-49.40385,94.77912
2.52704,-44.46138,95.18072
9.24383,-49.96318,95.58233
15.27365,-47.82743,95.98394
22.22402,-47.79069,96.38554
24.07098,-38.27046,96.78715
30.78124,-37.47690,97.18876
36.53766,-34.51995,97.59036
36.38580,-26.57637,97.99197
43.30859,-23.92307,98.39357
42.11527,-16.74842,98.79518
49.19644,-12.68444,99.19679
35.19937,-4.46476,99.59839
50.00000,-0.00000,100.00000
